,A,B,Du,Dv
106,4.25,12.917763157894738,2.0,22.0
107,4.25,14.008223684210527,2.0,22.0
108,4.25,15.098684210526317,2.0,22.0
109,4.25,16.189144736842106,2.0,22.0
110,4.25,17.279605263157894,2.0,22.0
111,4.25,18.370065789473685,2.0,22.0
112,4.25,19.460526315789476,2.0,22.0
113,4.25,20.550986842105267,2.0,22.0
114,4.25,21.641447368421055,2.0,22.0
115,4.25,22.731907894736842,2.0,22.0
116,4.25,23.822368421052634,2.0,22.0
117,4.25,24.912828947368425,2.0,22.0
118,4.25,26.003289473684212,2.0,22.0
119,4.25,27.09375,2.0,22.0
120,4.5,6.75,2.0,22.0
121,4.5,7.99342105263158,2.0,22.0
122,4.5,9.23684210526316,2.0,22.0
123,4.5,10.480263157894736,2.0,22.0
124,4.5,11.723684210526317,2.0,22.0
125,4.5,12.967105263157896,2.0,22.0
126,4.5,14.210526315789474,2.0,22.0
127,4.5,15.453947368421051,2.0,22.0
128,4.5,16.697368421052634,2.0,22.0
129,4.5,17.940789473684212,2.0,22.0
130,4.5,19.18421052631579,2.0,22.0
131,4.5,20.42763157894737,2.0,22.0
132,4.5,21.67105263157895,2.0,22.0
133,4.5,22.91447368421053,2.0,22.0
134,4.5,24.157894736842103,2.0,22.0
135,4.5,25.401315789473685,2.0,22.0
136,4.5,26.644736842105264,2.0,22.0
137,4.5,27.888157894736842,2.0,22.0
138,4.5,29.13157894736842,2.0,22.0
139,4.5,30.375,2.0,22.0
140,4.75,7.125,2.0,22.0
141,4.75,8.53125,2.0,22.0
142,4.75,9.9375,2.0,22.0
143,4.75,11.34375,2.0,22.0
144,4.75,12.75,2.0,22.0
145,4.75,14.15625,2.0,22.0
146,4.75,15.5625,2.0,22.0
147,4.75,16.96875,2.0,22.0
148,4.75,18.375,2.0,22.0
149,4.75,19.781249999999996,2.0,22.0
150,4.75,21.1875,2.0,22.0
151,4.75,22.59375,2.0,22.0
152,4.75,24.0,2.0,22.0
153,4.75,25.406249999999996,2.0,22.0
154,4.75,26.8125,2.0,22.0
155,4.75,28.21875,2.0,22.0
156,4.75,29.625,2.0,22.0
157,4.75,31.031249999999996,2.0,22.0
158,4.75,32.4375,2.0,22.0
159,4.75,33.84375,2.0,22.0
160,5.0,7.5,2.0,22.0
161,5.0,9.078947368421053,2.0,22.0
162,5.0,10.657894736842106,2.0,22.0
163,5.0,12.236842105263158,2.0,22.0
164,5.0,13.81578947368421,2.0,22.0
165,5.0,15.394736842105264,2.0,22.0
166,5.0,16.973684210526315,2.0,22.0
167,5.0,18.552631578947366,2.0,22.0
168,5.0,20.13157894736842,2.0,22.0
169,5.0,21.710526315789473,2.0,22.0
170,5.0,23.289473684210527,2.0,22.0
171,5.0,24.868421052631575,2.0,22.0
172,5.0,26.44736842105263,2.0,22.0
173,5.0,28.02631578947368,2.0,22.0
174,5.0,29.605263157894733,2.0,22.0
175,5.0,31.184210526315788,2.0,22.0
176,5.0,32.76315789473684,2.0,22.0
177,5.0,34.34210526315789,2.0,22.0
178,5.0,35.921052631578945,2.0,22.0
179,5.0,37.5,2.0,22.0
180,5.25,7.875,2.0,22.0
181,5.25,9.636513157894736,2.0,22.0
182,5.25,11.398026315789474,2.0,22.0
183,5.25,13.159539473684212,2.0,22.0
184,5.25,14.921052631578947,2.0,22.0
185,5.25,16.68256578947368,2.0,22.0
186,5.25,18.44407894736842,2.0,22.0
187,5.25,20.205592105263158,2.0,22.0
188,5.25,21.967105263157894,2.0,22.0
189,5.25,23.72861842105263,2.0,22.0
190,5.25,25.490131578947366,2.0,22.0
191,5.25,27.251644736842106,2.0,22.0
192,5.25,29.013157894736842,2.0,22.0
193,5.25,30.774671052631575,2.0,22.0
194,5.25,32.536184210526315,2.0,22.0
195,5.25,34.297697368421055,2.0,22.0
196,5.25,36.05921052631579,2.0,22.0
197,5.25,37.82072368421053,2.0,22.0
198,5.25,39.58223684210526,2.0,22.0
199,5.25,41.34375,2.0,22.0
200,5.5,8.25,2.0,22.0
201,5.5,10.203947368421051,2.0,22.0
202,5.5,12.157894736842104,2.0,22.0
203,5.5,14.111842105263158,2.0,22.0
204,5.5,16.06578947368421,2.0,22.0
205,5.5,18.019736842105264,2.0,22.0
206,5.5,19.973684210526315,2.0,22.0
207,5.5,21.92763157894737,2.0,22.0
208,5.5,23.88157894736842,2.0,22.0
209,5.5,25.835526315789476,2.0,22.0
210,5.5,27.789473684210524,2.0,22.0
211,5.5,29.74342105263158,2.0,22.0
212,5.5,31.697368421052634,2.0,22.0
213,5.5,33.651315789473685,2.0,22.0
214,5.5,35.60526315789474,2.0,22.0
215,5.5,37.55921052631579,2.0,22.0
216,5.5,39.51315789473684,2.0,22.0
217,5.5,41.4671052631579,2.0,22.0
218,5.5,43.421052631578945,2.0,22.0
219,5.5,45.375,2.0,22.0
220,5.75,8.625,2.0,22.0
221,5.75,10.78125,2.0,22.0
222,5.75,12.9375,2.0,22.0
223,5.75,15.09375,2.0,22.0
224,5.75,17.25,2.0,22.0
225,5.75,19.40625,2.0,22.0
226,5.75,21.5625,2.0,22.0
227,5.75,23.71875,2.0,22.0
228,5.75,25.875,2.0,22.0
229,5.75,28.03125,2.0,22.0
230,5.75,30.1875,2.0,22.0
231,5.75,32.34375,2.0,22.0
232,5.75,34.5,2.0,22.0
233,5.75,36.65625,2.0,22.0
234,5.75,38.8125,2.0,22.0
235,5.75,40.96875,2.0,22.0
236,5.75,43.125,2.0,22.0
237,5.75,45.28125,2.0,22.0
238,5.75,47.4375,2.0,22.0
239,5.75,49.59375,2.0,22.0
240,6.0,9.0,2.0,22.0
241,6.0,11.368421052631579,2.0,22.0
242,6.0,13.73684210526316,2.0,22.0
243,6.0,16.105263157894736,2.0,22.0
244,6.0,18.473684210526315,2.0,22.0
245,6.0,20.842105263157897,2.0,22.0
246,6.0,23.210526315789473,2.0,22.0
247,6.0,25.578947368421055,2.0,22.0
248,6.0,27.94736842105263,2.0,22.0
249,6.0,30.31578947368421,2.0,22.0
250,6.0,32.684210526315795,2.0,22.0
251,6.0,35.05263157894737,2.0,22.0
252,6.0,37.421052631578945,2.0,22.0
253,6.0,39.78947368421053,2.0,22.0
254,6.0,42.1578947368421,2.0,22.0
255,6.0,44.526315789473685,2.0,22.0
256,6.0,46.89473684210526,2.0,22.0
257,6.0,49.263157894736835,2.0,22.0
258,6.0,51.63157894736842,2.0,22.0
259,6.0,54.0,2.0,22.0
260,6.25,9.375,2.0,22.0
261,6.25,11.96546052631579,2.0,22.0
262,6.25,14.555921052631579,2.0,22.0
263,6.25,17.146381578947366,2.0,22.0
264,6.25,19.736842105263158,2.0,22.0
265,6.25,22.32730263157895,2.0,22.0
266,6.25,24.917763157894736,2.0,22.0
267,6.25,27.508223684210524,2.0,22.0
268,6.25,30.098684210526315,2.0,22.0
269,6.25,32.68914473684211,2.0,22.0
270,6.25,35.2796052631579,2.0,22.0
271,6.25,37.870065789473685,2.0,22.0
272,6.25,40.46052631578947,2.0,22.0
273,6.25,43.05098684210527,2.0,22.0
274,6.25,45.64144736842105,2.0,22.0
275,6.25,48.23190789473684,2.0,22.0
276,6.25,50.82236842105263,2.0,22.0
277,6.25,53.41282894736843,2.0,22.0
278,6.25,56.00328947368421,2.0,22.0
279,6.25,58.59375,2.0,22.0
280,6.5,9.75,2.0,22.0
281,6.5,12.57236842105263,2.0,22.0
282,6.5,15.394736842105262,2.0,22.0
283,6.5,18.217105263157897,2.0,22.0
284,6.5,21.039473684210527,2.0,22.0
285,6.5,23.861842105263158,2.0,22.0
286,6.5,26.68421052631579,2.0,22.0
287,6.5,29.50657894736842,2.0,22.0
288,6.5,32.328947368421055,2.0,22.0
289,6.5,35.151315789473685,2.0,22.0
290,6.5,37.973684210526315,2.0,22.0
291,6.5,40.796052631578945,2.0,22.0
292,6.5,43.61842105263158,2.0,22.0
293,6.5,46.44078947368421,2.0,22.0
294,6.5,49.26315789473684,2.0,22.0
295,6.5,52.08552631578948,2.0,22.0
296,6.5,54.90789473684211,2.0,22.0
297,6.5,57.73026315789474,2.0,22.0
298,6.5,60.55263157894737,2.0,22.0
299,6.5,63.375,2.0,22.0
300,6.75,10.125,2.0,22.0
301,6.75,13.189144736842106,2.0,22.0
302,6.75,16.253289473684212,2.0,22.0
303,6.75,19.317434210526315,2.0,22.0
304,6.75,22.38157894736842,2.0,22.0
305,6.75,25.445723684210527,2.0,22.0
306,6.75,28.509868421052634,2.0,22.0
307,6.75,31.574013157894736,2.0,22.0
308,6.75,34.63815789473684,2.0,22.0
309,6.75,37.70230263157895,2.0,22.0
310,6.75,40.766447368421055,2.0,22.0
311,6.75,43.83059210526316,2.0,22.0
312,6.75,46.89473684210527,2.0,22.0
313,6.75,49.95888157894737,2.0,22.0
314,6.75,53.02302631578947,2.0,22.0
315,6.75,56.087171052631575,2.0,22.0
316,6.75,59.151315789473685,2.0,22.0
317,6.75,62.215460526315795,2.0,22.0
318,6.75,65.2796052631579,2.0,22.0
319,6.75,68.34375,2.0,22.0
