A,B,Du,Dv
1.9285714285714286,3.306122448979592,1,13
1.9285714285714286,3.6505102040816326,1,9
1.9285714285714286,3.6505102040816326,1,13
1.9285714285714286,3.994897959183673,1,9
1.9285714285714286,3.994897959183673,1,13
1.9285714285714286,4.339285714285714,1,9
1.9285714285714286,4.339285714285714,1,13
1.9285714285714286,4.683673469387756,1,9
1.9285714285714286,4.683673469387756,1,13
1.9285714285714286,5.028061224489796,1,9
1.9285714285714286,5.028061224489796,1,13
1.9285714285714286,5.372448979591836,1,9
1.9285714285714286,5.372448979591836,1,13
1.9285714285714286,5.716836734693878,1,9
1.9285714285714286,5.716836734693878,1,13
1.9285714285714286,6.061224489795919,1,9
1.9285714285714286,6.061224489795919,1,13
1.9285714285714286,6.405612244897959,1,9
1.9285714285714286,6.405612244897959,1,13
1.9285714285714286,6.75,1,9
1.9285714285714286,6.75,1,13
2.107142857142857,2.107142857142857,1,9
2.107142857142857,2.107142857142857,1,13
2.107142857142857,2.483418367346939,1,9
2.107142857142857,2.483418367346939,1,13
2.107142857142857,2.859693877551021,1,9
2.107142857142857,2.859693877551021,1,13
2.107142857142857,3.2359693877551017,1,9
2.107142857142857,3.2359693877551017,1,13
2.107142857142857,3.612244897959184,1,9
2.107142857142857,3.612244897959184,1,13
2.107142857142857,3.9885204081632653,1,9
2.107142857142857,3.9885204081632653,1,13
2.107142857142857,4.364795918367347,1,9
2.107142857142857,4.364795918367347,1,13
2.107142857142857,4.741071428571429,1,9
2.107142857142857,4.741071428571429,1,13
2.107142857142857,5.117346938775511,1,9
2.107142857142857,5.117346938775511,1,13
2.107142857142857,5.493622448979592,1,9
2.107142857142857,5.493622448979592,1,13
2.107142857142857,5.869897959183674,1,9
2.107142857142857,5.869897959183674,1,13
2.107142857142857,6.246173469387756,1,9
2.107142857142857,6.246173469387756,1,13
2.107142857142857,6.622448979591836,1,9
2.107142857142857,6.622448979591836,1,13
2.107142857142857,6.998724489795919,1,9
2.107142857142857,6.998724489795919,1,13
2.107142857142857,7.375,1,9
2.107142857142857,7.375,1,13
2.2857142857142856,2.2857142857142856,1,9
2.2857142857142856,2.2857142857142856,1,13
2.2857142857142856,2.693877551020408,1,9
2.2857142857142856,2.693877551020408,1,13
2.2857142857142856,3.1020408163265305,1,9
2.2857142857142856,3.1020408163265305,1,13
2.2857142857142856,3.5102040816326525,1,9
2.2857142857142856,3.5102040816326525,1,13
2.2857142857142856,3.9183673469387754,1,9
2.2857142857142856,3.9183673469387754,1,13
2.2857142857142856,4.326530612244897,1,9
2.2857142857142856,4.326530612244897,1,13
2.2857142857142856,4.7346938775510194,1,9
2.2857142857142856,4.7346938775510194,1,13
2.2857142857142856,5.142857142857142,1,9
2.2857142857142856,5.142857142857142,1,13
2.2857142857142856,5.551020408163265,1,9
2.2857142857142856,5.551020408163265,1,13
2.2857142857142856,5.959183673469387,1,9
2.2857142857142856,5.959183673469387,1,13
2.2857142857142856,6.367346938775509,1,9
2.2857142857142856,6.367346938775509,1,13
2.2857142857142856,6.775510204081632,1,9
2.2857142857142856,6.775510204081632,1,13
2.2857142857142856,7.183673469387754,1,9
2.2857142857142856,7.183673469387754,1,13
2.2857142857142856,7.591836734693878,1,9
2.2857142857142856,7.591836734693878,1,13
2.2857142857142856,8.0,1,9
2.2857142857142856,8.0,1,13
2.4642857142857144,2.4642857142857144,1,9
2.4642857142857144,2.4642857142857144,1,13
2.4642857142857144,2.904336734693878,1,9
2.4642857142857144,2.904336734693878,1,13
2.4642857142857144,3.344387755102041,1,9
2.4642857142857144,3.344387755102041,1,13
2.4642857142857144,3.784438775510204,1,9
2.4642857142857144,3.784438775510204,1,13
2.4642857142857144,4.224489795918368,1,9
2.4642857142857144,4.224489795918368,1,13
2.4642857142857144,4.6645408163265305,1,9
2.4642857142857144,4.6645408163265305,1,13
2.4642857142857144,5.104591836734693,1,9
2.4642857142857144,5.104591836734693,1,13
2.4642857142857144,5.544642857142858,1,9
2.4642857142857144,5.544642857142858,1,13
2.4642857142857144,5.984693877551021,1,9
2.4642857142857144,5.984693877551021,1,13
2.4642857142857144,6.424744897959184,1,9
2.4642857142857144,6.424744897959184,1,13
2.4642857142857144,6.864795918367347,1,9
2.4642857142857144,6.864795918367347,1,13
2.4642857142857144,7.304846938775511,1,9
2.4642857142857144,7.304846938775511,1,13
2.4642857142857144,7.744897959183674,1,9
2.4642857142857144,7.744897959183674,1,13
2.4642857142857144,8.184948979591837,1,9
2.4642857142857144,8.184948979591837,1,13
2.4642857142857144,8.625,1,9
2.4642857142857144,8.625,1,13
2.642857142857143,2.642857142857143,1,9
2.642857142857143,2.642857142857143,1,13
2.642857142857143,3.114795918367347,1,9
2.642857142857143,3.114795918367347,1,13
2.642857142857143,3.5867346938775513,1,9
2.642857142857143,3.5867346938775513,1,13
2.642857142857143,4.058673469387755,1,9
2.642857142857143,4.058673469387755,1,13
2.642857142857143,4.530612244897959,1,9
2.642857142857143,4.530612244897959,1,13
2.642857142857143,5.002551020408163,1,9
2.642857142857143,5.002551020408163,1,13
2.642857142857143,5.474489795918367,1,9
2.642857142857143,5.474489795918367,1,13
2.642857142857143,5.946428571428571,1,9
2.642857142857143,5.946428571428571,1,13
2.642857142857143,6.418367346938776,1,9
2.642857142857143,6.418367346938776,1,13
2.642857142857143,6.89030612244898,1,9
2.642857142857143,6.89030612244898,1,13
2.642857142857143,7.362244897959183,1,9
2.642857142857143,7.362244897959183,1,13
2.642857142857143,7.834183673469388,1,9
2.642857142857143,7.834183673469388,1,13
2.642857142857143,8.306122448979592,1,9
2.642857142857143,8.306122448979592,1,13
2.642857142857143,8.778061224489797,1,9
2.642857142857143,8.778061224489797,1,13
2.642857142857143,9.25,1,9
2.642857142857143,9.25,1,13
2.8214285714285716,2.8214285714285716,1,9
2.8214285714285716,2.8214285714285716,1,13
2.8214285714285716,3.3252551020408165,1,9
2.8214285714285716,3.3252551020408165,1,13
2.8214285714285716,3.8290816326530615,1,9
2.8214285714285716,3.8290816326530615,1,13
2.8214285714285716,4.332908163265306,1,9
2.8214285714285716,4.332908163265306,1,13
2.8214285714285716,4.836734693877552,1,9
2.8214285714285716,4.836734693877552,1,13
2.8214285714285716,5.340561224489796,1,9
2.8214285714285716,5.340561224489796,1,13
2.8214285714285716,5.844387755102041,1,9
2.8214285714285716,5.844387755102041,1,13
2.8214285714285716,6.3482142857142865,1,9
2.8214285714285716,6.3482142857142865,1,13
2.8214285714285716,6.852040816326531,1,9
2.8214285714285716,6.852040816326531,1,13
2.8214285714285716,7.355867346938776,1,9
2.8214285714285716,7.355867346938776,1,13
2.8214285714285716,7.85969387755102,1,9
2.8214285714285716,7.85969387755102,1,13
2.8214285714285716,8.363520408163266,1,9
2.8214285714285716,8.363520408163266,1,13
2.8214285714285716,8.86734693877551,1,9
2.8214285714285716,8.86734693877551,1,13
2.8214285714285716,9.371173469387756,1,9
2.8214285714285716,9.371173469387756,1,13
2.8214285714285716,9.875,1,9
2.8214285714285716,9.875,1,13
3.0,3.0,1,9
3.0,3.0,1,13
3.0,3.5357142857142856,1,9
3.0,3.5357142857142856,1,13
3.0,4.071428571428571,1,9
3.0,4.071428571428571,1,13
3.0,4.607142857142857,1,9
3.0,4.607142857142857,1,13
3.0,5.142857142857143,1,9
3.0,5.142857142857143,1,13
3.0,5.678571428571429,1,9
3.0,5.678571428571429,1,13
3.0,6.2142857142857135,1,9
3.0,6.2142857142857135,1,13
3.0,6.75,1,9
3.0,6.75,1,13
3.0,7.2857142857142865,1,9
3.0,7.2857142857142865,1,13
3.0,7.821428571428571,1,9
3.0,7.821428571428571,1,13
3.0,8.357142857142858,1,9
3.0,8.357142857142858,1,13
3.0,8.892857142857142,1,9
3.0,8.892857142857142,1,13
3.0,9.428571428571429,1,9
3.0,9.428571428571429,1,13
3.0,9.964285714285715,1,9
3.0,9.964285714285715,1,13
3.0,10.5,1,9
3.0,10.5,1,13
